"id","category"
"6136","physics"
"6137","math"
"6138","physics"
"6139","physics"
"6140","cs"
"6141","physics"
"6142","physics"
"6143","physics"
"6144","cs"
"6145","cs"
"6146","cs"
"6147","math"
"6148","math"
"6149","math"
"6150","math"
"6151","stat"
"6152","cs"
"6153","physics"
"6154","cs"
"6155","math"
"6156","math"
"6157","cs"
"6158","cs"
"6159","cs"
"6160","physics"
"6161","math"
"6162","cs"
"6163","stat"
"6164","cs"
"6165","math"
"6166","physics"
"6167","math"
"6168","cs"
"6169","cs"
"6170","cs"
"6171","physics"
"6172","stat"
"6173","cs"
"6174","cs"
"6175","cs"
"6176","cs"
"6177","physics"
"6178","physics"
"6179","math"
"6180","cs"
"6181","physics"
"6182","cs"
"6183","stat"
"6184","physics"
"6185","math"
"6186","math"
"6187","physics"
"6188","stat"
"6189","physics"
"6190","stat"
"6191","stat"
"6192","math"
"6193","physics"
"6194","math"
"6195","physics"
"6196","physics"
"6197","physics"
"6198","stat"
"6199","physics"
"6200","math"
"6201","physics"
"6202","physics"
"6203","math"
"6204","math"
"6205","math"
"6206","physics"
"6207","physics"
"6208","cs"
"6209","math"
"6210","physics"
"6211","physics"
"6212","cs"
"6213","stat"
"6214","physics"
"6215","physics"
"6216","cs"
"6217","cs"
"6218","physics"
"6219","cs"
"6220","physics"
"6221","cs"
"6222","cs"
"6223","cs"
"6224","cs"
"6225","physics"
"6226","physics"
"6227","math"
"6228","math"
"6229","cs"
"6230","cs"
"6231","math"
"6232","physics"
"6233","cs"
"6234","physics"
"6235","physics"
"6236","cs"
"6237","math"
"6238","cs"
"6239","physics"
"6240","physics"
"6241","cs"
"6242","stat"
"6243","math"
"6244","math"
"6245","physics"
"6246","physics"
"6247","math"
"6248","physics"
"6249","math"
"6250","math"
"6251","physics"
"6252","math"
"6253","math"
"6254","cs"
"6255","stat"
"6256","cs"
"6257","physics"
"6258","math"
"6259","stat"
"6260","math"
"6261","physics"
"6262","cs"
"6263","cs"
"6264","physics"
"6265","physics"
"6266","stat"
"6267","physics"
"6268","stat"
"6269","cs"
"6270","cs"
"6271","cs"
"6272","math"
"6273","cs"
"6274","physics"
"6275","math"
"6276","physics"
"6277","physics"
"6278","cs"
"6279","physics"
"6280","cs"
"6281","math"
"6282","physics"
"6283","physics"
"6284","stat"
"6285","physics"
"6286","stat"
"6287","cs"
"6288","math"
"6289","physics"
"6290","cs"
"6291","cs"
"6292","physics"
"6293","math"
"6294","math"
"6295","physics"
"6296","math"
"6297","cs"
"6298","math"
"6299","cs"
"6300","stat"
"6301","physics"
"6302","physics"
"6303","math"
"6304","math"
"6305","physics"
"6306","physics"
"6307","math"
"6308","stat"
"6309","cs"
"6310","math"
"6311","cs"
"6312","cs"
"6313","physics"
"6314","physics"
"6315","stat"
"6316","physics"
"6317","cs"
"6318","cs"
"6319","stat"
"6320","stat"
"6321","cs"
"6322","math"
"6323","cs"
"6324","physics"
"6325","cs"
"6326","physics"
"6327","physics"
"6328","math"
"6329","physics"
"6330","physics"
"6331","stat"
"6332","cs"
"6333","cs"
"6334","cs"
"6335","physics"
"6336","math"
"6337","math"
"6338","cs"
"6339","math"
"6340","cs"
"6341","math"
"6342","physics"
"6343","math"
"6344","cs"
"6345","math"
"6346","stat"
"6347","math"
"6348","cs"
"6349","cs"
"6350","cs"
"6351","cs"
"6352","math"
"6353","cs"
"6354","cs"
"6355","physics"
"6356","physics"
"6357","stat"
"6358","physics"
"6359","math"
"6360","math"
"6361","math"
"6362","math"
"6363","physics"
"6364","physics"
"6365","math"
"6366","physics"
"6367","math"
"6368","cs"
"6369","math"
"6370","math"
"6371","stat"
"6372","cs"
"6373","math"
"6374","physics"
"6375","physics"
"6376","math"
"6377","physics"
"6378","physics"
"6379","physics"
"6380","math"
"6381","stat"
"6382","cs"
"6383","physics"
"6384","cs"
"6385","cs"
"6386","math"
"6387","cs"
"6388","math"
"6389","math"
"6390","physics"
"6391","physics"
"6392","math"
"6393","stat"
"6394","physics"
"6395","stat"
"6396","cs"
"6397","cs"
"6398","physics"
"6399","physics"
"6400","math"
"6401","physics"
"6402","cs"
"6403","stat"
"6404","math"
"6405","cs"
"6406","cs"
"6407","cs"
"6408","cs"
"6409","stat"
"6410","cs"
"6411","cs"
"6412","stat"
"6413","math"
"6414","cs"
"6415","cs"
"6416","cs"
"6417","cs"
"6418","math"
"6419","math"
"6420","physics"
"6421","stat"
"6422","physics"
"6423","physics"
"6424","physics"
"6425","math"
"6426","math"
"6427","physics"
"6428","cs"
"6429","cs"
"6430","math"
"6431","math"
"6432","cs"
"6433","physics"
"6434","cs"
"6435","math"
"6436","math"
"6437","physics"
"6438","stat"
"6439","math"
"6440","stat"
"6441","cs"
"6442","math"
"6443","math"
"6444","stat"
"6445","cs"
"6446","cs"
"6447","cs"
"6448","cs"
"6449","physics"
"6450","stat"
"6451","cs"
"6452","cs"
"6453","physics"
"6454","math"
"6455","math"
"6456","physics"
"6457","cs"
"6458","physics"
"6459","math"
"6460","cs"
"6461","math"
"6462","cs"
"6463","physics"
"6464","cs"
"6465","physics"
"6466","math"
"6467","physics"
"6468","physics"
"6469","physics"
"6470","stat"
"6471","stat"
"6472","cs"
"6473","physics"
"6474","cs"
"6475","cs"
"6476","cs"
"6477","physics"
"6478","cs"
"6479","physics"
"6480","math"
"6481","math"
"6482","physics"
"6483","physics"
"6484","stat"
"6485","physics"
"6486","cs"
"6487","math"
"6488","stat"
"6489","stat"
"6490","physics"
"6491","math"
"6492","cs"
"6493","math"
"6494","cs"
"6495","physics"
"6496","cs"
"6497","physics"
"6498","cs"
"6499","physics"
"6500","math"
"6501","stat"
"6502","stat"
"6503","cs"
"6504","cs"
"6505","physics"
"6506","physics"
"6507","physics"
"6508","math"
"6509","physics"
"6510","cs"
"6511","cs"
"6512","stat"
"6513","physics"
"6514","cs"
"6515","math"
"6516","cs"
"6517","math"
"6518","cs"
"6519","math"
"6520","physics"
"6521","cs"
"6522","cs"
"6523","cs"
"6524","stat"
"6525","physics"
"6526","math"
"6527","physics"
"6528","physics"
"6529","physics"
"6530","math"
"6531","math"
"6532","physics"
"6533","cs"
"6534","math"
"6535","math"
"6536","physics"
"6537","math"
"6538","stat"
"6539","math"
"6540","math"
"6541","stat"
"6542","math"
"6543","math"
"6544","stat"
"6545","math"
"6546","physics"
"6547","physics"
"6548","physics"
"6549","math"
"6550","cs"
"6551","cs"
"6552","cs"
"6553","cs"
"6554","cs"
"6555","math"
"6556","cs"
"6557","cs"
"6558","cs"
"6559","math"
"6560","physics"
"6561","math"
"6562","stat"
"6563","cs"
"6564","cs"
"6565","physics"
"6566","cs"
"6567","physics"
"6568","math"
"6569","physics"
"6570","cs"
"6571","physics"
"6572","cs"
"6573","cs"
"6574","cs"
"6575","stat"
"6576","physics"
"6577","physics"
"6578","cs"
"6579","math"
"6580","physics"
"6581","cs"
"6582","cs"
"6583","physics"
"6584","cs"
"6585","physics"
"6586","physics"
"6587","stat"
"6588","cs"
"6589","cs"
"6590","math"
"6591","cs"
"6592","math"
"6593","math"
"6594","stat"
"6595","physics"
"6596","physics"
"6597","physics"
"6598","math"
"6599","cs"
"6600","math"
"6601","cs"
"6602","physics"
"6603","cs"
"6604","cs"
"6605","cs"
"6606","math"
"6607","math"
"6608","cs"
"6609","physics"
"6610","physics"
"6611","math"
"6612","math"
"6613","stat"
"6614","physics"
"6615","math"
"6616","stat"
"6617","physics"
"6618","cs"
"6619","cs"
"6620","math"
"6621","physics"
"6622","physics"
"6623","math"
"6624","physics"
"6625","cs"
"6626","cs"
"6627","stat"
"6628","cs"
"6629","physics"
"6630","cs"
"6631","cs"
"6632","stat"
"6633","physics"
"6634","cs"
"6635","stat"
"6636","math"
"6637","cs"
"6638","cs"
"6639","physics"
"6640","math"
"6641","cs"
"6642","math"
"6643","math"
"6644","physics"
"6645","physics"
"6646","cs"
"6647","cs"
"6648","cs"
"6649","stat"
"6650","math"
"6651","cs"
"6652","physics"
"6653","math"
"6654","stat"
"6655","cs"
"6656","physics"
"6657","cs"
"6658","stat"
"6659","physics"
"6660","cs"
"6661","cs"
"6662","cs"
"6663","stat"
"6664","stat"
"6665","math"
"6666","physics"
"6667","math"
"6668","physics"
"6669","math"
"6670","physics"
"6671","cs"
"6672","math"
"6673","cs"
"6674","math"
"6675","cs"
"6676","physics"
"6677","physics"
"6678","stat"
"6679","cs"
"6680","cs"
"6681","cs"
"6682","cs"
"6683","physics"
"6684","physics"
"6685","physics"
"6686","cs"
"6687","cs"
"6688","cs"
"6689","stat"
"6690","physics"
"6691","physics"
"6692","physics"
"6693","physics"
"6694","cs"
"6695","physics"
"6696","math"
"6697","cs"
"6698","physics"
"6699","cs"
"6700","cs"
"6701","cs"
"6702","cs"
"6703","math"
"6704","cs"
"6705","physics"
"6706","math"
"6707","physics"
"6708","math"
"6709","physics"
"6710","physics"
"6711","physics"
"6712","stat"
"6713","physics"
"6714","physics"
"6715","math"
"6716","cs"
"6717","physics"
"6718","stat"
"6719","cs"
"6720","math"
"6721","physics"
"6722","physics"
"6723","cs"
"6724","math"
"6725","stat"
"6726","stat"
"6727","math"
"6728","stat"
"6729","physics"
"6730","cs"
"6731","stat"
"6732","cs"
"6733","physics"
"6734","cs"
"6735","math"
"6736","cs"
"6737","cs"
"6738","math"
"6739","math"
"6740","stat"
"6741","cs"
"6742","cs"
"6743","cs"
"6744","physics"
"6745","physics"
"6746","stat"
"6747","physics"
"6748","math"
"6749","physics"
"6750","math"
"6751","stat"
"6752","physics"
"6753","cs"
"6754","cs"
"6755","physics"
"6756","cs"
"6757","physics"
"6758","stat"
"6759","physics"
"6760","cs"
"6761","cs"
"6762","physics"
"6763","cs"
"6764","physics"
"6765","cs"
"6766","cs"
"6767","cs"
"6768","cs"
"6769","physics"
"6770","physics"
"6771","cs"
"6772","math"
"6773","stat"
"6774","physics"
"6775","math"
"6776","physics"
"6777","cs"
"6778","math"
"6779","cs"
"6780","math"
"6781","physics"
"6782","physics"
"6783","physics"
"6784","math"
"6785","physics"
"6786","cs"
"6787","physics"
"6788","cs"
"6789","cs"
"6790","math"
"6791","cs"
"6792","stat"
"6793","cs"
"6794","math"
"6795","math"
"6796","physics"
"6797","math"
"6798","cs"
"6799","math"
"6800","math"
"6801","math"
"6802","math"
"6803","cs"
"6804","math"
"6805","cs"
"6806","physics"
"6807","stat"
"6808","stat"
"6809","math"
"6810","physics"
"6811","cs"
"6812","physics"
"6813","physics"
"6814","cs"
"6815","cs"
"6816","math"
"6817","cs"
"6818","physics"
"6819","math"
"6820","physics"
"6821","math"
"6822","cs"
"6823","physics"
"6824","cs"
"6825","cs"
"6826","math"
"6827","cs"
"6828","cs"
"6829","physics"
"6830","cs"
"6831","math"
"6832","math"
"6833","physics"
"6834","physics"
"6835","physics"
"6836","stat"
"6837","stat"
"6838","math"
"6839","cs"
"6840","math"
"6841","physics"
"6842","physics"
"6843","cs"
"6844","math"
"6845","math"
"6846","math"
"6847","stat"
"6848","cs"
"6849","stat"
"6850","physics"
"6851","cs"
"6852","stat"
"6853","stat"
"6854","cs"
"6855","physics"
"6856","cs"
"6857","physics"
"6858","math"
"6859","cs"
"6860","physics"
"6861","math"
"6862","math"
"6863","physics"
"6864","math"
"6865","cs"
"6866","cs"
"6867","physics"
"6868","cs"
"6869","cs"
"6870","physics"
"6871","physics"
"6872","cs"
"6873","physics"
"6874","physics"
"6875","math"
"6876","physics"
"6877","stat"
"6878","math"
"6879","stat"
"6880","physics"
"6881","cs"
"6882","stat"
"6883","stat"
"6884","math"
"6885","math"
"6886","physics"
"6887","cs"
"6888","cs"
"6889","physics"
"6890","physics"
"6891","physics"
"6892","cs"
"6893","math"
"6894","math"
"6895","math"
"6896","stat"
"6897","cs"
"6898","math"
"6899","math"
"6900","cs"
"6901","cs"
"6902","physics"
"6903","stat"
"6904","cs"
"6905","math"
"6906","cs"
"6907","math"
"6908","physics"
"6909","cs"
"6910","physics"
"6911","stat"
"6912","physics"
"6913","math"
"6914","cs"
"6915","physics"
"6916","physics"
"6917","physics"
"6918","math"
"6919","physics"
"6920","math"
"6921","cs"
"6922","cs"
"6923","physics"
"6924","cs"
"6925","math"
"6926","math"
"6927","cs"
"6928","physics"
"6929","physics"
"6930","math"
"6931","cs"
"6932","math"
"6933","stat"
"6934","physics"
"6935","cs"
"6936","physics"
"6937","cs"
"6938","physics"
"6939","physics"
"6940","math"
"6941","cs"
"6942","cs"
"6943","cs"
"6944","physics"
"6945","stat"
"6946","physics"
"6947","physics"
"6948","math"
"6949","stat"
"6950","cs"
"6951","stat"
"6952","cs"
"6953","physics"
"6954","math"
"6955","physics"
"6956","cs"
"6957","stat"
"6958","physics"
"6959","cs"
"6960","math"
"6961","math"
"6962","math"
"6963","physics"
"6964","math"
"6965","math"
"6966","physics"
"6967","math"
"6968","stat"
"6969","math"
"6970","physics"
"6971","math"
"6972","physics"
"6973","cs"
"6974","cs"
"6975","physics"
"6976","stat"
"6977","stat"
"6978","physics"
"6979","cs"
"6980","math"
"6981","math"
"6982","math"
"6983","cs"
"6984","cs"
"6985","cs"
"6986","physics"
"6987","cs"
"6988","cs"
"6989","stat"
"6990","cs"
"6991","math"
"6992","physics"
"6993","physics"
"6994","cs"
"6995","stat"
"6996","math"
"6997","math"
"6998","cs"
"6999","math"
"7000","cs"
"7001","stat"
"7002","physics"
"7003","cs"
"7004","physics"
"7005","cs"
"7006","cs"
"7007","math"
"7008","physics"
"7009","physics"
"7010","cs"
"7011","math"
"7012","physics"
"7013","cs"
"7014","math"
"7015","math"
"7016","stat"
"7017","physics"
"7018","stat"
"7019","cs"
"7020","cs"
"7021","math"
"7022","physics"
"7023","math"
"7024","physics"
"7025","physics"
"7026","physics"
"7027","cs"
"7028","physics"
"7029","cs"
"7030","math"
"7031","math"
"7032","math"
"7033","math"
"7034","physics"
"7035","math"
"7036","math"
"7037","math"
"7038","physics"
"7039","math"
"7040","math"
"7041","physics"
"7042","physics"
"7043","cs"
"7044","physics"
"7045","physics"
"7046","cs"
"7047","cs"
"7048","math"
"7049","cs"
"7050","math"
"7051","cs"
"7052","physics"
"7053","cs"
"7054","math"
"7055","math"
"7056","math"
"7057","cs"
"7058","physics"
"7059","physics"
"7060","cs"
"7061","cs"
"7062","physics"
"7063","math"
"7064","cs"
"7065","math"
"7066","math"
"7067","cs"
"7068","physics"
"7069","stat"
"7070","physics"
"7071","cs"
"7072","physics"
"7073","math"
"7074","cs"
"7075","cs"
"7076","math"
"7077","physics"
"7078","math"
"7079","cs"
"7080","stat"
"7081","stat"
"7082","math"
"7083","cs"
"7084","math"
"7085","math"
"7086","math"
"7087","cs"
"7088","stat"
"7089","math"
"7090","cs"
"7091","physics"
"7092","math"
"7093","math"
"7094","cs"
"7095","cs"
"7096","stat"
"7097","math"
"7098","cs"
"7099","stat"
"7100","math"
"7101","cs"
"7102","math"
"7103","physics"
"7104","physics"
"7105","physics"
"7106","physics"
"7107","math"
"7108","stat"
"7109","cs"
"7110","physics"
"7111","cs"
"7112","cs"
"7113","math"
"7114","physics"
"7115","cs"
"7116","cs"
"7117","cs"
"7118","physics"
"7119","cs"
"7120","stat"
"7121","physics"
"7122","physics"
"7123","physics"
"7124","cs"
"7125","math"
"7126","stat"
"7127","math"
"7128","stat"
"7129","stat"
"7130","physics"
"7131","stat"
"7132","math"
"7133","stat"
"7134","math"
"7135","math"
"7136","math"
"7137","cs"
"7138","cs"
"7139","math"
"7140","math"
"7141","physics"
"7142","cs"
"7143","physics"
"7144","math"
"7145","math"
"7146","cs"
"7147","math"
"7148","physics"
"7149","math"
"7150","math"
"7151","physics"
"7152","cs"
"7153","physics"
"7154","physics"
"7155","math"
"7156","physics"
"7157","physics"
"7158","cs"
"7159","stat"
"7160","math"
"7161","math"
"7162","cs"
"7163","cs"
"7164","math"
"7165","physics"
"7166","cs"
"7167","math"
"7168","physics"
"7169","physics"
"7170","cs"
"7171","physics"
"7172","math"
"7173","cs"
"7174","physics"
"7175","physics"
"7176","stat"
"7177","math"
"7178","physics"
"7179","stat"
"7180","physics"
"7181","physics"
"7182","math"
"7183","physics"
"7184","math"
"7185","cs"
"7186","physics"
"7187","math"
"7188","stat"
"7189","cs"
"7190","physics"
"7191","math"
"7192","cs"
"7193","cs"
"7194","physics"
"7195","physics"
"7196","cs"
"7197","math"
"7198","stat"
"7199","physics"
"7200","math"
"7201","cs"
"7202","cs"
"7203","physics"
"7204","physics"
"7205","cs"
"7206","math"
"7207","cs"
"7208","physics"
"7209","physics"
"7210","cs"
"7211","physics"
"7212","cs"
"7213","physics"
"7214","stat"
"7215","cs"
"7216","cs"
"7217","physics"
"7218","physics"
"7219","cs"
"7220","math"
"7221","stat"
"7222","physics"
"7223","math"
"7224","math"
"7225","cs"
"7226","math"
"7227","physics"
"7228","stat"
"7229","physics"
"7230","physics"
"7231","cs"
"7232","math"
"7233","math"
"7234","cs"
"7235","physics"
"7236","physics"
"7237","cs"
"7238","physics"
"7239","cs"
"7240","cs"
"7241","physics"
"7242","math"
"7243","cs"
"7244","math"
"7245","physics"
"7246","physics"
"7247","math"
"7248","math"
"7249","physics"
"7250","math"
"7251","math"
"7252","math"
"7253","stat"
"7254","cs"
"7255","physics"
"7256","math"
"7257","math"
"7258","math"
"7259","stat"
"7260","math"
"7261","physics"
"7262","physics"
"7263","math"
"7264","cs"
"7265","physics"
"7266","math"
"7267","physics"
"7268","math"
"7269","cs"
"7270","cs"
"7271","math"
"7272","physics"
"7273","math"
"7274","physics"
"7275","cs"
"7276","physics"
"7277","physics"
"7278","cs"
"7279","stat"
"7280","math"
"7281","physics"
"7282","physics"
"7283","physics"
"7284","cs"
"7285","math"
"7286","cs"
"7287","math"
"7288","physics"
"7289","math"
"7290","math"
"7291","math"
"7292","math"
"7293","physics"
"7294","physics"
"7295","math"
"7296","stat"
"7297","cs"
"7298","physics"
"7299","physics"
"7300","stat"
"7301","cs"
"7302","math"
"7303","cs"
"7304","cs"
"7305","physics"
"7306","math"
"7307","physics"
"7308","stat"
"7309","cs"
"7310","physics"
"7311","physics"
"7312","cs"
"7313","cs"
"7314","physics"
"7315","physics"
"7316","physics"
"7317","stat"
"7318","physics"
"7319","math"
"7320","physics"
"7321","physics"
"7322","stat"
"7323","stat"
"7324","math"
"7325","cs"
"7326","cs"
"7327","physics"
"7328","cs"
"7329","math"
"7330","math"
"7331","physics"
"7332","cs"
"7333","cs"
"7334","cs"
"7335","stat"
"7336","physics"
"7337","cs"
"7338","math"
"7339","math"
"7340","physics"
"7341","cs"
"7342","physics"
"7343","math"
"7344","cs"
"7345","stat"
"7346","stat"
"7347","math"
"7348","cs"
"7349","physics"
"7350","cs"
"7351","math"
"7352","stat"
"7353","cs"
"7354","cs"
"7355","physics"
"7356","physics"
"7357","physics"
"7358","physics"
"7359","cs"
"7360","cs"
"7361","math"
"7362","stat"
"7363","stat"
"7364","stat"
"7365","math"
"7366","cs"
"7367","cs"
"7368","cs"
"7369","cs"
"7370","math"
"7371","math"
"7372","physics"
"7373","cs"
"7374","physics"
"7375","physics"
"7376","cs"
"7377","math"
"7378","physics"
"7379","physics"
"7380","math"
"7381","cs"
"7382","physics"
"7383","stat"
"7384","physics"
"7385","physics"
"7386","physics"
"7387","stat"
"7388","cs"
"7389","physics"
"7390","cs"
"7391","math"
"7392","math"
"7393","physics"
"7394","cs"
"7395","cs"
"7396","math"
"7397","cs"
"7398","math"
"7399","physics"
"7400","math"
"7401","cs"
"7402","physics"
"7403","stat"
"7404","stat"
"7405","cs"
"7406","physics"
"7407","cs"
"7408","cs"
"7409","stat"
"7410","cs"
"7411","math"
"7412","math"
"7413","cs"
"7414","cs"
"7415","cs"
"7416","math"
"7417","cs"
"7418","physics"
"7419","cs"
"7420","cs"
"7421","cs"
"7422","cs"
"7423","cs"
"7424","cs"
"7425","cs"
"7426","math"
"7427","stat"
"7428","stat"
"7429","math"
"7430","cs"
"7431","cs"
"7432","math"
"7433","physics"
"7434","cs"
"7435","physics"
"7436","physics"
"7437","cs"
"7438","cs"
"7439","math"
"7440","physics"
"7441","math"
"7442","math"
"7443","math"
"7444","math"
"7445","stat"
"7446","physics"
"7447","math"
"7448","cs"
"7449","stat"
"7450","cs"
"7451","physics"
"7452","physics"
"7453","stat"
"7454","cs"
"7455","math"
"7456","cs"
"7457","math"
"7458","cs"
"7459","physics"
"7460","math"
"7461","physics"
"7462","math"
"7463","math"
"7464","stat"
"7465","physics"
"7466","stat"
"7467","math"
"7468","math"
"7469","physics"
"7470","stat"
"7471","cs"
"7472","physics"
"7473","physics"
"7474","cs"
"7475","cs"
"7476","cs"
"7477","cs"
"7478","cs"
"7479","physics"
"7480","physics"
"7481","cs"
"7482","physics"
"7483","cs"
"7484","physics"
"7485","math"
"7486","physics"
"7487","physics"
"7488","cs"
"7489","stat"
"7490","physics"
"7491","math"
"7492","stat"
"7493","stat"
"7494","cs"
"7495","cs"
"7496","cs"
"7497","cs"
"7498","physics"
"7499","physics"
"7500","stat"
"7501","cs"
"7502","physics"
"7503","physics"
"7504","physics"
"7505","math"
"7506","cs"
"7507","cs"
"7508","math"
"7509","cs"
"7510","cs"
"7511","stat"
"7512","cs"
"7513","cs"
"7514","physics"
"7515","stat"
"7516","physics"
"7517","physics"
"7518","physics"
"7519","cs"
"7520","math"
"7521","math"
"7522","cs"
"7523","cs"
"7524","cs"
"7525","cs"
"7526","physics"
"7527","math"
"7528","physics"
"7529","math"
"7530","cs"
"7531","math"
"7532","physics"
"7533","stat"
"7534","math"
"7535","math"
"7536","physics"
"7537","cs"
"7538","cs"
"7539","physics"
"7540","physics"
"7541","physics"
"7542","stat"
"7543","cs"
"7544","math"
"7545","stat"
"7546","math"
"7547","math"
"7548","cs"
"7549","math"
"7550","stat"
"7551","stat"
"7552","stat"
"7553","physics"
"7554","physics"
"7555","physics"
"7556","physics"
"7557","cs"
"7558","math"
"7559","cs"
"7560","math"
"7561","physics"
"7562","cs"
"7563","math"
"7564","cs"
"7565","cs"
"7566","physics"
"7567","physics"
"7568","cs"
"7569","physics"
"7570","cs"
"7571","math"
"7572","physics"
"7573","physics"
"7574","cs"
"7575","stat"
"7576","cs"
"7577","physics"
"7578","physics"
"7579","physics"
"7580","cs"
"7581","stat"
"7582","math"
"7583","physics"
"7584","math"
"7585","cs"
"7586","cs"
"7587","math"
"7588","physics"
"7589","cs"
"7590","cs"
"7591","math"
"7592","physics"
"7593","cs"
"7594","math"
"7595","cs"
"7596","cs"
"7597","cs"
"7598","physics"
"7599","cs"
"7600","cs"
"7601","cs"
"7602","cs"
"7603","math"
"7604","cs"
"7605","physics"
"7606","cs"
"7607","cs"
"7608","math"
"7609","physics"
"7610","stat"
"7611","math"
"7612","math"
"7613","cs"
"7614","math"
"7615","physics"
"7616","physics"
"7617","stat"
"7618","cs"
"7619","stat"
"7620","physics"
"7621","cs"
"7622","stat"
"7623","cs"
"7624","cs"
"7625","physics"
"7626","stat"
"7627","math"
"7628","stat"
"7629","cs"
"7630","math"
"7631","stat"
"7632","cs"
"7633","math"
"7634","cs"
"7635","math"
"7636","math"
"7637","stat"
"7638","math"
"7639","cs"
"7640","physics"
"7641","physics"
"7642","physics"
"7643","physics"
"7644","math"
"7645","math"
"7646","math"
"7647","physics"
"7648","cs"
"7649","cs"
"7650","cs"
"7651","stat"
"7652","physics"
"7653","physics"
"7654","cs"
"7655","math"
"7656","physics"
"7657","math"
"7658","stat"
"7659","cs"
"7660","cs"
"7661","cs"
"7662","physics"
"7663","cs"
"7664","math"
"7665","physics"
"7666","math"
"7667","physics"
"7668","cs"
"7669","math"
"7670","physics"
"7671","math"
"7672","cs"
"7673","math"
"7674","physics"
"7675","stat"
"7676","cs"
"7677","cs"
"7678","cs"
"7679","stat"
"7680","math"
"7681","math"
"7682","math"
"7683","physics"
"7684","cs"
"7685","math"
"7686","math"
"7687","physics"
"7688","stat"
"7689","stat"
"7690","math"
"7691","cs"
"7692","physics"
"7693","math"
"7694","stat"
"7695","math"
"7696","physics"
"7697","stat"
"7698","physics"
"7699","cs"
"7700","physics"
"7701","math"
"7702","math"
"7703","math"
"7704","stat"
"7705","stat"
"7706","physics"
"7707","cs"
"7708","cs"
"7709","math"
"7710","cs"
"7711","math"
"7712","cs"
"7713","physics"
"7714","physics"
"7715","cs"
"7716","stat"
"7717","physics"
"7718","cs"
"7719","physics"
"7720","physics"
"7721","stat"
"7722","stat"
"7723","stat"
"7724","cs"
"7725","math"
"7726","cs"
"7727","math"
"7728","physics"
"7729","cs"
"7730","math"
"7731","math"
"7732","math"
"7733","math"
"7734","physics"
"7735","physics"
"7736","cs"
"7737","physics"
"7738","cs"
"7739","physics"
"7740","physics"
"7741","math"
"7742","physics"
"7743","physics"
"7744","math"
"7745","stat"
"7746","physics"
"7747","physics"
"7748","cs"
"7749","cs"
"7750","physics"
"7751","cs"
"7752","cs"
"7753","cs"
"7754","math"
"7755","cs"
"7756","cs"
"7757","cs"
"7758","physics"
"7759","cs"
"7760","physics"
"7761","physics"
"7762","math"
"7763","cs"
"7764","cs"
"7765","physics"
"7766","math"
"7767","cs"
"7768","cs"
"7769","physics"
"7770","physics"
"7771","math"
"7772","physics"
"7773","physics"
"7774","physics"
"7775","physics"
"7776","physics"
"7777","math"
"7778","cs"
"7779","cs"
"7780","math"
"7781","physics"
"7782","physics"
"7783","physics"
"7784","physics"
"7785","math"
"7786","math"
"7787","physics"
"7788","math"
"7789","cs"
"7790","stat"
"7791","physics"
"7792","math"
"7793","math"
"7794","cs"
"7795","cs"
"7796","math"
"7797","physics"
"7798","cs"
"7799","physics"
"7800","cs"
"7801","cs"
"7802","math"
"7803","math"
"7804","physics"
"7805","physics"
"7806","cs"
"7807","physics"
"7808","cs"
"7809","physics"
"7810","cs"
"7811","stat"
"7812","physics"
"7813","physics"
"7814","math"
"7815","math"
"7816","cs"
"7817","cs"
"7818","cs"
"7819","math"
"7820","cs"
"7821","cs"
"7822","cs"
"7823","physics"
"7824","cs"
"7825","physics"
"7826","math"
"7827","cs"
"7828","cs"
"7829","physics"
"7830","math"
"7831","physics"
"7832","math"
"7833","stat"
"7834","cs"
"7835","math"
"7836","math"
"7837","cs"
"7838","math"
"7839","physics"
"7840","cs"
"7841","physics"
"7842","math"
"7843","math"
"7844","physics"
"7845","physics"
"7846","physics"
"7847","math"
"7848","cs"
"7849","math"
"7850","cs"
"7851","physics"
"7852","math"
"7853","cs"
"7854","cs"
"7855","cs"
"7856","math"
"7857","cs"
"7858","physics"
"7859","physics"
"7860","stat"
"7861","physics"
"7862","math"
"7863","math"
"7864","math"
"7865","math"
"7866","cs"
"7867","math"
"7868","math"
"7869","cs"
"7870","cs"
"7871","cs"
"7872","physics"
"7873","stat"
"7874","math"
"7875","cs"
"7876","cs"
"7877","math"
"7878","cs"
"7879","math"
"7880","cs"
"7881","math"
"7882","physics"
"7883","physics"
"7884","math"
"7885","cs"
"7886","cs"
"7887","physics"
"7888","cs"
"7889","math"
"7890","cs"
"7891","cs"
"7892","physics"
"7893","cs"
"7894","cs"
"7895","math"
"7896","cs"
"7897","physics"
"7898","math"
"7899","physics"
"7900","physics"
"7901","cs"
"7902","cs"
"7903","physics"
"7904","stat"
"7905","cs"
"7906","math"
"7907","cs"
"7908","cs"
"7909","cs"
"7910","math"
"7911","cs"
"7912","math"
"7913","math"
"7914","math"
"7915","cs"
"7916","physics"
"7917","physics"
"7918","math"
"7919","physics"
"7920","cs"
"7921","cs"
"7922","math"
"7923","math"
"7924","physics"
"7925","cs"
"7926","physics"
"7927","math"
"7928","math"
"7929","math"
"7930","cs"
"7931","physics"
"7932","math"
"7933","physics"
"7934","physics"
"7935","cs"
"7936","math"
"7937","math"
"7938","math"
"7939","physics"
"7940","physics"
"7941","stat"
"7942","physics"
"7943","stat"
"7944","physics"
